"","STUDY_ID","ABUNDANCE","BIOMAS","YEAR","LATITUDE","LONGITUDE","PLOT","DEPTH","SAMPLE_DESC","GENUS_SPECIES","Island"
"42",60,2,0,1985,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1985_1_1_1985","Alchornea latifolia","Barro Colorado"
"43",60,817,0,1990,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1990_1_1_1990","Acalypha diversifolia","Barro Colorado"
"44",60,169,0,1990,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1990_1_1_1990","Zanthoxylum acuminatum","Barro Colorado"
"45",60,71,0,1995,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1995_1_1_1995","Vismia baccifera","Barro Colorado"
"46",60,16,0,2000,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_2000_1_1_2000","Urera baccifera","Barro Colorado"
"47",60,304,0,1982,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1982_1_1_1982","Alibertia edulis","Barro Colorado"
"48",60,342,0,1985,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1985_1_1_1985","Alibertia edulis","Barro Colorado"
"49",60,44,0,1990,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1990_1_1_1990","Acalypha macrostachya","Barro Colorado"
"50",60,233,0,1990,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1990_1_1_1990","Zanthoxylum ekmanii","Barro Colorado"
"51",60,2,0,1995,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1995_1_1_1995","Vismia billbergiana","Barro Colorado"
"52",60,10,0,2000,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_2000_1_1_2000","Vachellia melanoceras","Barro Colorado"
"53",60,175,0,1982,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1982_1_1_1982","Allophylus psilospermus","Barro Colorado"
"54",60,171,0,1985,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1985_1_1_1985","Allophylus psilospermus","Barro Colorado"
"55",60,280,0,1990,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1990_1_1_1990","Adelia triloba","Barro Colorado"
"56",60,233,0,1990,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1990_1_1_1990","Zanthoxylum panamense","Barro Colorado"
"57",60,1,0,1995,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1995_1_1_1995","Vismia macrophylla","Barro Colorado"
"58",60,1,0,2000,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_2000_1_1_2000","Verbesina gigantea","Barro Colorado"
"59",60,7598,0,1982,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1982_1_1_1982","Alseis blackiana","Barro Colorado"
"60",60,8050,0,1985,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1985_1_1_1985","Alseis blackiana","Barro Colorado"
"61",60,92,0,1990,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1990_1_1_1990","Aegiphila panamensis","Barro Colorado"
"62",60,1,0,1990,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1990_1_1_1990","Zanthoxylum setulosum","Barro Colorado"
"63",60,25,0,1995,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1995_1_1_1995","Vochysia ferruginea","Barro Colorado"
"64",60,47,0,2000,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_2000_1_1_2000","Virola multiflora","Barro Colorado"
"65",60,29,0,1982,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1982_1_1_1982","Amaioua corymbosa","Barro Colorado"
"66",60,29,0,1985,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1985_1_1_1985","Amaioua corymbosa","Barro Colorado"
"67",60,266,0,1990,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1990_1_1_1990","Alchornea costaricensis","Barro Colorado"
"68",60,40,0,1990,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1990_1_1_1990","Zuelania guidonia","Barro Colorado"
"69",60,1132,0,1995,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1995_1_1_1995","Xylopia macranth","Barro Colorado"
"70",60,200,0,2000,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_2000_1_1_2000","Virola nobilis","Barro Colorado"
"71",60,28,0,1982,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1982_1_1_1982","Anacardium excelsum","Barro Colorado"
"72",60,26,0,1985,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1985_1_1_1985","Anacardium excelsum","Barro Colorado"
"73",60,3,0,1990,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1990_1_1_1990","Alchornea latifolia","Barro Colorado"
"74",60,12,0,1995,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1995_1_1_1995","Abarema macradenia","Barro Colorado"
"75",60,119,0,1995,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1995_1_1_1995","Xylosma oligandra","Barro Colorado"
"76",60,1612,0,2000,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_2000_1_1_2000","Virola sebifera","Barro Colorado"
"77",60,471,0,1982,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1982_1_1_1982","Anaxagorea panamensis","Barro Colorado"
"78",60,474,0,1985,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1985_1_1_1985","Anaxagorea panamensis","Barro Colorado"
"79",60,1,0,1990,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1990_1_1_1990","Alibertia dwyeri","Barro Colorado"
"80",60,523,0,1995,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1995_1_1_1995","Acalypha diversifolia","Barro Colorado"
"81",60,137,0,1995,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1995_1_1_1995","Zanthoxylum acuminatum","Barro Colorado"
"82",60,54,0,2000,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_2000_1_1_2000","Vismia baccifera","Barro Colorado"
"83",60,317,0,1982,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1982_1_1_1982","Andira inermis","Barro Colorado"
"84",60,306,0,1985,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1985_1_1_1985","Andira inermis","Barro Colorado"
"85",60,378,0,1990,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1990_1_1_1990","Alibertia edulis","Barro Colorado"
"86",60,42,0,1995,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1995_1_1_1995","Acalypha macrostachya","Barro Colorado"
"87",60,204,0,1995,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1995_1_1_1995","Zanthoxylum ekmanii","Barro Colorado"
"88",60,2,0,2000,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_2000_1_1_2000","Vismia billbergiana","Barro Colorado"
"89",60,506,0,1982,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1982_1_1_1982","Annona acuminata","Barro Colorado"
"90",60,523,0,1985,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1985_1_1_1985","Annona acuminata","Barro Colorado"
"91",60,153,0,1990,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1990_1_1_1990","Allophylus psilospermus","Barro Colorado"
"92",60,219,0,1995,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1995_1_1_1995","Adelia triloba","Barro Colorado"
"93",60,187,0,1995,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1995_1_1_1995","Zanthoxylum panamense","Barro Colorado"
"94",60,1,0,2000,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_2000_1_1_2000","Vismia macrophylla","Barro Colorado"
"95",60,1,0,1982,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1982_1_1_1982","Annona hayesii","Barro Colorado"
"96",60,1,0,1985,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1985_1_1_1985","Annona hayesii","Barro Colorado"
"97",60,8412,0,1990,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1990_1_1_1990","Alseis blackiana","Barro Colorado"
"98",60,77,0,1995,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1995_1_1_1995","Aegiphila panamensis","Barro Colorado"
"99",60,57,0,1982,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1982_1_1_1982","Annona spraguei","Barro Colorado"
"100",60,71,0,1985,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1985_1_1_1985","Annona spraguei","Barro Colorado"
"101",60,29,0,1990,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1990_1_1_1990","Amaioua corymbosa","Barro Colorado"
"102",60,228,0,1995,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1995_1_1_1995","Alchornea costaricensis","Barro Colorado"
"103",60,1,0,1995,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1995_1_1_1995","Zanthoxylum setulosum","Barro Colorado"
"104",60,21,0,2000,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_2000_1_1_2000","Vochysia ferruginea","Barro Colorado"
"105",60,388,0,1982,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1982_1_1_1982","Apeiba membranacea","Barro Colorado"
"106",60,341,0,1985,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1985_1_1_1985","Apeiba membranacea","Barro Colorado"
"107",60,24,0,1990,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1990_1_1_1990","Anacardium excelsum","Barro Colorado"
"108",60,2,0,1995,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1995_1_1_1995","Alchornea latifolia","Barro Colorado"
"109",60,43,0,1995,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1995_1_1_1995","Zuelania guidonia","Barro Colorado"
"110",60,1219,0,2000,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_2000_1_1_2000","Xylopia macranth","Barro Colorado"
"111",60,45,0,1982,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1982_1_1_1982","Apeiba tibourbou","Barro Colorado"
"112",60,39,0,1985,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1985_1_1_1985","Apeiba tibourbou","Barro Colorado"
"113",60,588,0,1990,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1990_1_1_1990","Anaxagorea panamensis","Barro Colorado"
"114",60,1,0,1995,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1995_1_1_1995","Alibertia dwyeri","Barro Colorado"
"115",60,12,0,2000,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_2000_1_1_2000","Abarema macradenia","Barro Colorado"
"116",60,93,0,2000,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_2000_1_1_2000","Xylosma oligandra","Barro Colorado"
"117",60,13,0,1982,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1982_1_1_1982","Aphelandra sinclairiana","Barro Colorado"
"118",60,10,0,1985,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1985_1_1_1985","Aphelandra sinclairiana","Barro Colorado"
"119",60,305,0,1990,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1990_1_1_1990","Andira inermis","Barro Colorado"
"120",60,379,0,1995,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1995_1_1_1995","Alibertia edulis","Barro Colorado"
"121",60,488,0,2000,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_2000_1_1_2000","Acalypha diversifolia","Barro Colorado"
"122",60,113,0,2000,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_2000_1_1_2000","Zanthoxylum acuminatum","Barro Colorado"
"123",60,1,0,1982,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1982_1_1_1982","Appunia seibertii","Barro Colorado"
"124",60,1,0,1985,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1985_1_1_1985","Appunia seibertii","Barro Colorado"
"125",60,567,0,1990,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1990_1_1_1990","Annona acuminata","Barro Colorado"
"126",60,123,0,1995,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1995_1_1_1995","Allophylus psilospermus","Barro Colorado"
"127",60,43,0,2000,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_2000_1_1_2000","Acalypha macrostachya","Barro Colorado"
"128",60,234,0,2000,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_2000_1_1_2000","Zanthoxylum ekmanii","Barro Colorado"
"129",60,3,0,1982,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1982_1_1_1982","Ardisia bartlettii","Barro Colorado"
"130",60,3,0,1985,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1985_1_1_1985","Ardisia bartlettii","Barro Colorado"
"131",60,1,0,1990,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1990_1_1_1990","Annona hayesii","Barro Colorado"
"132",60,8175,0,1995,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1995_1_1_1995","Alseis blackiana","Barro Colorado"
"133",60,163,0,2000,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_2000_1_1_2000","Adelia triloba","Barro Colorado"
"134",60,145,0,2000,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_2000_1_1_2000","Zanthoxylum panamense","Barro Colorado"
"135",60,74,0,1982,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1982_1_1_1982","Ardisia standleyana","Barro Colorado"
"136",60,16,0,1985,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1985_1_1_1985","Ardisia guianensis","Barro Colorado"
"137",60,142,0,1990,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1990_1_1_1990","Annona spraguei","Barro Colorado"
"138",60,27,0,1995,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1995_1_1_1995","Amaioua corymbosa","Barro Colorado"
"139",60,62,0,2000,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_2000_1_1_2000","Aegiphila panamensis","Barro Colorado"
"140",60,1,0,2000,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_2000_1_1_2000","Zanthoxylum setulosum","Barro Colorado"
"141",60,22,0,1982,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1982_1_1_1982","Ardisia guianensis","Barro Colorado"
"142",60,77,0,1985,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1985_1_1_1985","Ardisia standleyana","Barro Colorado"
"143",60,329,0,1990,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1990_1_1_1990","Apeiba membranacea","Barro Colorado"
"144",60,25,0,1995,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1995_1_1_1995","Anacardium excelsum","Barro Colorado"
"145",60,229,0,2000,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_2000_1_1_2000","Alchornea costaricensis","Barro Colorado"
"146",60,36,0,2000,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_2000_1_1_2000","Zuelania guidonia","Barro Colorado"
"147",60,451,0,1982,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1982_1_1_1982","Aspidosperma desmanthum","Barro Colorado"
"148",60,471,0,1985,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1985_1_1_1985","Aspidosperma desmanthum","Barro Colorado"
"149",60,32,0,1990,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1990_1_1_1990","Apeiba tibourbou","Barro Colorado"
"150",60,698,0,1995,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1995_1_1_1995","Anaxagorea panamensis","Barro Colorado"
"151",60,1,0,2000,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_2000_1_1_2000","Alchornea latifolia","Barro Colorado"
"152",60,16,0,2005,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_2005_1_1_2005","Abarema macradenia","Barro Colorado"
"153",60,248,0,1982,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1982_1_1_1982","Astrocaryum standleyanum","Barro Colorado"
"154",60,232,0,1985,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1985_1_1_1985","Astrocaryum standleyanum","Barro Colorado"
"155",60,7,0,1990,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1990_1_1_1990","Aphelandra sinclairiana","Barro Colorado"
"156",60,300,0,1995,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1995_1_1_1995","Andira inermis","Barro Colorado"
"157",60,1,0,2000,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_2000_1_1_2000","Alibertia dwyeri","Barro Colorado"
"158",60,741,0,2005,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_2005_1_1_2005","Acalypha diversifolia","Barro Colorado"
"159",60,70,0,1982,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1982_1_1_1982","Astronium graveolens","Barro Colorado"
"160",60,64,0,1985,9.1521,-79.8465,NA,NA,"9.152100_-79.846500_Panama_Gatun_BarroColorado_1985_1_1_1985","Astronium graveolens","Barro Colorado"
